id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g047,partition skew,60,26,18,103,255,ship,recovery,confidence-floor
g048,quality gap,81,67,41,62,249,ship,negative,lane-boundary
g049,schema drift,95,20,12,89,358,ship,baseline,monotonic-signal
g050,lineage depth,61,69,41,64,193,watch,edge,drag-penalty
g051,partition skew,48,61,36,56,153,watch,recovery,confidence-floor
g052,quality gap,45,24,35,57,111,hold,negative,lane-boundary
g053,schema drift,91,43,15,62,333,ship,baseline,monotonic-signal
g054,lineage depth,73,61,27,69,268,ship,edge,drag-penalty
g055,partition skew,112,32,14,34,360,ship,recovery,confidence-floor
g056,quality gap,91,20,9,21,287,ship,negative,lane-boundary
g057,schema drift,84,16,29,62,243,ship,baseline,monotonic-signal
g058,lineage depth,84,52,19,44,291,ship,edge,drag-penalty
g059,partition skew,87,37,36,82,272,ship,recovery,confidence-floor
g060,quality gap,92,32,5,59,352,ship,negative,lane-boundary
g061,schema drift,98,67,33,56,318,ship,baseline,monotonic-signal
g062,lineage depth,61,52,27,102,256,ship,edge,drag-penalty
g063,partition skew,52,47,5,86,274,ship,recovery,confidence-floor
g064,quality gap,89,47,16,40,306,ship,negative,lane-boundary
g065,schema drift,67,50,23,21,203,ship,baseline,monotonic-signal
g066,lineage depth,59,19,28,102,214,ship,edge,drag-penalty
g067,partition skew,59,76,11,61,281,ship,recovery,confidence-floor
g068,quality gap,106,37,4,88,431,ship,negative,lane-boundary
g069,schema drift,89,20,44,63,218,ship,baseline,monotonic-signal
g070,lineage depth,40,49,45,55,89,hold,edge,drag-penalty
g071,partition skew,107,31,26,56,330,ship,recovery,confidence-floor
g072,quality gap,56,59,39,61,171,watch,negative,lane-boundary
g073,schema drift,78,76,26,68,300,ship,baseline,monotonic-signal
g074,lineage depth,93,17,21,33,266,ship,edge,drag-penalty
g075,partition skew,60,25,20,20,165,watch,recovery,confidence-floor
g076,quality gap,91,31,42,61,239,ship,negative,lane-boundary
g077,schema drift,66,72,12,43,277,ship,baseline,monotonic-signal
g078,lineage depth,101,25,41,81,286,ship,edge,drag-penalty
g079,partition skew,34,74,36,58,126,watch,recovery,confidence-floor
g080,quality gap,48,66,14,55,223,ship,negative,lane-boundary
g081,schema drift,102,29,4,101,424,ship,baseline,monotonic-signal
g082,lineage depth,89,48,21,85,337,ship,edge,drag-penalty
g083,partition skew,86,66,32,39,267,ship,recovery,confidence-floor
g084,quality gap,44,37,18,20,135,watch,negative,lane-boundary
g085,schema drift,114,25,12,101,432,ship,baseline,monotonic-signal
g086,lineage depth,65,21,32,60,180,watch,edge,drag-penalty
g087,partition skew,44,57,43,87,147,watch,recovery,confidence-floor
g088,quality gap,37,42,8,62,191,watch,negative,lane-boundary
g089,schema drift,37,37,13,54,163,watch,baseline,monotonic-signal
g090,lineage depth,40,72,38,55,133,watch,edge,drag-penalty
g091,partition skew,45,57,31,60,159,watch,recovery,confidence-floor
g092,quality gap,51,52,29,67,185,watch,negative,lane-boundary
g093,schema drift,102,52,30,32,300,ship,baseline,monotonic-signal
g094,lineage depth,93,55,11,105,406,ship,edge,drag-penalty
g095,partition skew,42,24,24,60,138,watch,recovery,confidence-floor
g096,quality gap,108,11,11,42,344,ship,negative,lane-boundary
